rtcDate,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,imu_degC,output_Hz,
01/01/2000,-693.36,-70.31,-718.75,0.57,-7.83,-6.14,-19.35,6.75,-52.05,25.94,10.02,
01/01/2000,-698.24,-88.87,-697.27,4.32,-6.17,-2.24,-21.15,6.30,-50.25,25.98,10.02,
01/01/2000,-699.22,-55.18,-687.01,4.47,-0.39,-5.95,-19.50,6.15,-51.15,25.94,10.02,
01/01/2000,-728.03,-106.45,-677.25,-0.57,13.13,-10.15,-20.85,5.55,-51.30,25.98,10.02,
01/01/2000,-735.35,-125.49,-599.12,4.24,16.37,-5.86,-21.45,6.15,-51.15,25.98,10.02,
01/01/2000,-635.74,-134.77,-842.77,21.38,44.65,-2.06,-21.15,5.85,-49.50,26.03,10.02,
01/01/2000,-741.70,-284.67,-745.12,-27.62,-55.56,16.96,-20.55,5.85,-52.35,25.74,10.02,
01/01/2000,-1008.79,63.48,-521.97,-30.95,19.31,39.85,-18.60,7.50,-50.25,25.94,10.02,
01/01/2000,-504.88,27.34,-716.31,-10.41,250.13,-60.92,-22.65,9.00,-55.65,25.79,10.02,
01/01/2000,-361.82,41.02,-674.80,-4.19,33.88,6.51,-30.60,8.10,-56.55,26.13,10.02,
01/01/2000,-437.01,-53.71,-1049.32,4.23,89.99,-10.73,-30.30,8.40,-58.05,26.03,10.02,
01/01/2000,-181.15,-68.85,-920.41,-6.31,45.56,-16.06,-33.75,8.70,-58.20,25.84,10.02,
01/01/2000,-131.84,-35.16,-877.93,-15.89,16.60,-14.00,-36.45,7.05,-59.40,26.13,10.02,
01/01/2000,-105.96,-10.25,-729.49,-7.48,-15.19,-13.19,-37.95,6.75,-59.70,25.84,10.02,
01/01/2000,-145.02,5.86,-983.40,-9.24,-25.63,-14.53,-37.35,8.85,-58.50,26.18,10.02,
01/01/2000,-227.54,30.27,-798.34,1.44,-0.95,-3.81,-36.00,7.05,-60.45,25.94,10.02,
01/01/2000,-158.69,-57.62,-1081.54,-3.11,7.82,4.66,-35.70,8.25,-59.70,26.13,10.02,
01/01/2000,-103.03,-52.73,-1134.77,16.15,14.17,-4.69,-37.50,6.75,-58.20,26.03,10.02,
01/01/2000,-61.52,-21.00,-1061.04,8.70,32.87,-5.39,-39.00,5.85,-59.40,25.98,10.02,
01/01/2000,-45.90,-30.76,-1088.38,-9.68,1.12,6.05,-39.30,8.70,-58.95,25.98,10.02,
01/01/2000,-135.25,-75.68,-1109.38,-0.32,-4.02,-0.61,-41.10,7.20,-57.75,26.03,10.02,
01/01/2000,-112.79,-66.41,-989.26,1.70,-2.44,-4.57,-40.80,7.05,-58.65,25.98,10.02,
01/01/2000,-175.78,-69.34,-1049.32,-5.34,-8.39,3.44,-39.90,6.90,-59.55,25.94,10.02,
01/01/2000,-136.72,-17.58,-982.91,6.88,-1.89,7.32,-39.60,6.90,-59.55,25.94,10.02,
01/01/2000,-131.35,4.88,-988.77,0.56,-2.71,4.76,-39.00,7.50,-58.20,25.98,10.02,
01/01/2000,-156.74,-2.93,-945.80,-5.10,-5.07,-0.53,-39.60,6.45,-59.85,25.94,10.02,
01/01/2000,-119.14,26.37,-890.62,0.50,-0.06,1.49,-38.85,7.65,-59.10,25.74,10.02,
01/01/2000,-85.94,-16.11,-961.43,4.60,6.40,0.21,-39.15,8.10,-60.30,26.18,10.02,
01/01/2000,-130.37,-15.62,-885.74,-1.45,-0.90,1.32,-39.90,8.85,-59.55,25.94,10.02,
01/01/2000,-169.43,10.25,-900.88,7.33,1.42,-4.23,-39.60,7.65,-57.75,25.98,10.02,
01/01/2000,-281.74,34.67,-868.16,-4.41,8.25,-0.03,-40.05,7.05,-59.40,25.98,10.02,
01/01/2000,-131.84,-17.58,-1115.23,-5.87,10.50,2.15,-40.80,8.70,-60.00,25.98,10.02,
01/01/2000,-45.90,20.02,-834.47,-3.06,8.85,1.83,-40.80,9.45,-60.00,25.94,10.02,
01/01/2000,-144.53,6.84,-1040.04,-5.89,16.08,0.55,-42.15,8.40,-60.30,25.74,10.02,
01/01/2000,-98.14,-9.28,-961.43,-4.50,0.64,-2.71,-41.70,8.10,-58.05,26.32,10.02,
01/01/2000,9.77,60.55,-536.62,-15.56,-33.02,-4.39,-42.15,8.85,-58.80,25.74,10.02,
01/01/2000,366.21,-72.75,-134.28,-94.33,242.17,-6.89,-33.30,14.25,-61.05,25.94,10.02,
01/01/2000,-219.24,-65.43,-753.91,5.87,162.83,-2.31,-41.70,10.35,-59.55,25.98,10.02,
01/01/2000,-438.96,-172.85,-871.09,59.99,-208.24,11.86,-31.05,9.15,-57.00,25.84,10.02,
01/01/2000,-532.71,-13.67,-916.99,-9.11,164.24,-5.79,-29.70,8.70,-55.65,26.03,10.02,
01/01/2000,-203.61,-71.78,-1094.24,6.76,-80.42,8.24,-41.40,9.15,-58.50,26.03,10.02,
01/01/2000,-273.44,-103.03,-1003.91,-7.37,4.66,-3.31,-38.85,8.10,-58.80,26.13,10.02,
01/01/2000,-234.38,-96.68,-972.17,9.44,11.89,-6.41,-39.75,9.75,-58.65,25.79,10.02,
01/01/2000,-227.05,-166.99,-880.37,-5.45,-9.59,-6.49,-37.50,7.80,-57.45,25.94,10.02,
01/01/2000,-233.40,-118.16,-927.73,7.77,-8.34,2.28,-38.25,7.50,-57.15,26.18,10.02,
01/01/2000,-274.41,-98.63,-950.68,3.11,-11.90,-1.83,-37.50,7.50,-56.85,26.13,10.02,
01/01/2000,-353.52,-187.99,-921.88,10.43,-11.79,0.30,-36.90,6.90,-57.75,26.03,10.02,
01/01/2000,-306.15,-225.59,-892.58,26.37,-6.27,1.02,-36.15,6.45,-57.00,25.94,10.02,
01/01/2000,-335.94,-182.62,-885.74,1.18,-19.20,-0.52,-36.60,3.75,-57.30,25.98,10.02,
01/01/2000,-336.43,-216.31,-890.14,-11.28,7.37,15.23,-35.70,5.10,-56.85,25.94,10.02,
01/01/2000,-312.50,-82.52,-984.38,-164.86,-177.77,11.49,-32.85,8.40,-58.80,26.18,10.02,
01/01/2000,-525.88,-66.89,-659.67,-1.20,-96.30,5.89,-27.30,10.80,-58.05,25.98,10.02,
01/01/2000,-764.16,62.50,-722.17,-6.76,-82.74,14.62,-19.80,10.95,-54.90,25.98,10.02,
01/01/2000,-712.40,35.64,-572.27,3.96,-3.44,-10.85,-19.50,11.55,-55.20,25.94,10.02,
01/01/2000,-572.27,-27.83,-555.66,10.86,70.31,-25.23,-21.60,9.75,-53.85,25.98,10.02,
01/01/2000,-738.77,-92.29,-683.11,8.63,-39.63,2.19,-21.45,8.40,-53.25,25.98,10.02,
01/01/2000,-741.70,-72.27,-675.29,30.17,25.24,-31.95,-21.45,6.90,-53.70,26.03,10.02,
01/01/2000,-748.54,-108.40,-641.60,16.86,-4.48,-23.01,-19.80,5.10,-53.85,26.18,10.02,
01/01/2000,-582.03,-43.95,-607.91,28.05,14.40,-22.05,-19.20,3.00,-51.45,25.98,10.02,
01/01/2000,-566.89,-0.49,-685.06,23.51,24.70,-7.49,-21.00,3.45,-51.45,25.84,10.02,
01/01/2000,-555.66,-0.49,-647.95,24.65,33.30,7.36,-23.85,0.45,-50.25,26.03,10.02,
01/01/2000,-651.86,-52.25,-702.64,17.26,26.96,16.51,-23.70,0.75,-51.90,25.94,10.02,
01/01/2000,-703.61,-198.24,-868.16,8.99,27.76,0.37,-24.30,1.05,-51.15,25.98,10.02,
01/01/2000,-628.91,-197.75,-924.32,9.78,94.78,-2.24,-27.90,1.35,-51.60,26.13,10.02,
01/01/2000,-460.45,-211.91,-956.54,-11.24,66.21,-6.35,-31.35,1.80,-54.00,25.94,10.02,
01/01/2000,-634.77,-137.70,-988.77,-19.17,26.03,-26.30,-32.85,1.50,-55.80,25.50,10.02,
01/01/2000,-319.82,-73.24,-1125.49,-25.51,39.37,-20.78,-36.60,4.50,-56.55,25.98,10.02,
01/01/2000,-229.00,75.68,-1162.60,-9.84,-52.42,-4.20,-38.40,5.40,-57.75,25.94,10.02,
01/01/2000,-156.74,214.84,-818.36,-9.85,-26.53,-6.69,-35.85,5.70,-58.50,25.84,10.02,
01/01/2000,-269.53,145.02,-807.13,15.53,-16.27,-29.90,-36.75,6.75,-57.15,25.98,10.02,
01/01/2000,-370.61,18.55,-941.41,55.02,24.76,-8.60,-34.80,6.15,-58.05,25.98,10.02,
01/01/2000,-532.71,-196.29,-808.11,-33.64,-11.73,-82.81,-37.20,4.80,-56.40,25.98,10.02,
01/01/2000,-606.93,-146.97,-923.34,-23.52,-114.98,-75.11,-40.80,7.05,-58.65,26.18,10.02,
01/01/2000,-378.91,-62.99,-913.57,-13.66,75.79,24.39,-39.90,6.15,-59.10,25.79,10.02,
01/01/2000,-358.40,-58.59,-906.25,7.32,-31.53,-0.92,-39.90,6.45,-58.05,25.94,10.02,
01/01/2000,-356.93,-54.69,-923.34,-6.69,8.92,-4.08,-41.10,6.45,-58.80,25.94,10.02,
01/01/2000,-371.09,-72.27,-909.18,-1.98,2.63,4.92,-39.60,6.45,-58.50,25.84,10.02,
01/01/2000,-356.45,-66.89,-931.64,1.78,-8.08,-0.15,-40.50,6.75,-59.40,25.94,10.02,
01/01/2000,-352.05,-66.41,-913.57,-0.40,-1.11,2.18,-41.55,7.50,-57.45,25.79,10.02,
01/01/2000,-371.58,-72.27,-922.36,-0.70,0.13,1.67,-40.50,7.05,-57.45,25.98,10.02,
01/01/2000,-375.49,-64.94,-913.09,2.63,-4.51,-0.65,-40.65,5.40,-58.80,25.79,10.02,
01/01/2000,-353.52,-64.94,-915.53,-2.24,-1.78,-1.14,-39.60,6.90,-59.85,25.98,10.02,
01/01/2000,-373.54,-62.01,-924.80,-3.08,0.18,0.57,-39.90,7.20,-57.00,25.94,10.02,
01/01/2000,-373.54,-63.96,-910.16,-3.86,-4.27,-1.13,-41.25,7.50,-58.20,25.79,10.02,
01/01/2000,-353.03,-52.73,-908.20,-3.19,-3.36,-1.56,-39.90,6.90,-59.10,25.94,10.02,
01/01/2000,-352.54,-60.55,-915.53,-1.21,-4.36,-0.84,-40.35,7.20,-57.75,25.94,10.02,
01/01/2000,-370.12,-51.76,-906.74,-0.43,0.00,2.53,-39.15,6.15,-58.50,25.84,10.02,
01/01/2000,-372.56,-48.83,-918.95,2.25,-5.08,0.66,-40.35,7.20,-58.05,26.18,10.02,
01/01/2000,-372.56,-37.60,-920.41,0.60,2.01,1.98,-41.40,6.15,-57.75,25.79,10.02,
01/01/2000,-369.14,-64.94,-916.02,-1.00,-5.06,1.73,-40.65,7.20,-58.80,25.74,10.02,
01/01/2000,-364.75,-51.27,-908.69,0.34,-4.85,3.39,-41.10,6.90,-58.80,25.60,10.02,
01/01/2000,-368.65,-69.34,-914.55,1.56,-2.70,1.66,-40.65,7.20,-57.75,25.84,10.02,
01/01/2000,-375.98,-58.59,-912.11,-1.72,2.05,-0.76,-39.60,6.90,-59.10,25.74,10.02,
01/01/2000,-361.33,-69.34,-918.46,-0.23,1.62,-2.47,-39.75,5.55,-58.65,26.03,10.02,
01/01/2000,-371.09,-64.94,-906.25,-1.52,0.95,-2.69,-40.05,5.85,-59.40,25.94,10.02,
01/01/2000,-373.54,-51.76,-903.81,-1.17,-3.24,-6.22,-41.25,6.30,-58.65,25.94,10.02,
01/01/2000,-385.25,-61.04,-919.43,1.04,2.63,1.85,-41.25,7.05,-58.65,25.79,10.02,
01/01/2000,-370.61,-65.92,-908.20,-0.89,-0.45,-1.64,-39.90,5.40,-57.00,25.98,10.02,
01/01/2000,-362.79,-60.06,-906.74,-0.33,-1.53,1.70,-41.40,6.15,-58.80,25.98,10.02,
01/01/2000,-375.49,-50.78,-905.76,1.31,0.03,-2.80,-40.80,7.50,-58.65,25.79,10.02,
01/01/2000,-380.86,-68.85,-912.60,1.83,-9.74,0.11,-40.50,5.85,-57.45,26.32,10.02,
01/01/2000,-363.77,-80.08,-914.55,-0.29,-0.34,-2.58,-39.90,6.45,-58.50,25.98,10.02,
01/01/2000,-383.79,-75.68,-924.32,-1.69,2.85,-1.40,-38.85,6.15,-57.75,26.03,10.02,
01/01/2000,-384.77,-69.34,-910.16,1.98,-1.69,-1.21,-39.90,6.90,-58.05,25.79,10.02,
01/01/2000,-363.77,-79.59,-913.09,-0.03,-0.47,-4.07,-39.00,5.55,-58.65,26.03,10.02,
01/01/2000,-370.12,-76.17,-916.99,-1.34,-1.51,0.18,-40.50,6.75,-59.70,25.98,10.02,
01/01/2000,-372.56,-71.29,-914.55,-0.69,-3.37,0.63,-41.25,6.30,-57.90,25.94,10.02,
01/01/2000,-374.02,-87.40,-897.95,-0.50,-2.30,0.94,-40.50,5.85,-57.90,25.79,10.02,
01/01/2000,-376.46,-69.82,-912.60,1.10,-1.73,1.74,-39.30,6.30,-58.95,25.60,10.02,
01/01/2000,-376.46,-80.57,-910.64,1.24,-1.89,1.89,-40.50,7.50,-58.65,25.98,10.02,
01/01/2000,-371.58,-74.71,-904.30,-0.92,-1.27,1.05,-41.40,5.70,-58.50,25.79,10.02,
01/01/2000,-372.56,-56.15,-909.67,-2.06,0.71,-1.71,-40.35,5.70,-58.50,25.98,10.02,
01/01/2000,-381.84,-88.38,-914.06,-3.16,-2.70,-1.79,-40.50,5.55,-57.90,25.94,10.02,
01/01/2000,-372.07,-74.71,-911.62,-1.09,-0.27,-1.08,-41.25,5.55,-57.90,25.98,10.02,
01/01/2000,-370.12,-76.17,-910.64,-1.91,-0.70,-0.34,-40.05,5.55,-57.90,25.65,10.02,
01/01/2000,-366.21,-74.71,-916.99,-0.30,1.19,-0.04,-40.35,6.45,-58.05,25.84,10.02,
01/01/2000,-379.39,-74.71,-910.16,0.98,-2.93,0.16,-40.65,6.15,-58.80,26.27,10.02,
01/01/2000,-380.37,-57.13,-914.55,0.56,-2.48,0.21,-39.60,7.20,-59.55,25.50,10.02,
01/01/2000,-375.98,-67.38,-916.99,2.02,-2.54,0.79,-39.60,6.15,-58.50,25.94,10.02,
01/01/2000,-377.44,-63.48,-911.13,0.18,-3.02,-0.29,-40.65,5.70,-59.10,25.94,10.02,
01/01/2000,-375.49,-71.78,-910.64,-0.34,-1.24,-1.68,-41.25,5.85,-57.45,25.79,10.02,
01/01/2000,-362.79,-74.22,-908.69,-3.28,-0.02,-0.49,-40.05,7.50,-58.20,25.94,10.02,
01/01/2000,-370.12,-74.22,-916.02,-1.04,0.21,-1.89,-40.50,6.30,-58.65,25.94,10.02,
01/01/2000,-374.02,-73.24,-912.60,-2.02,-1.44,-1.52,-40.65,5.40,-58.50,25.84,10.02,
01/01/2000,-365.23,-76.17,-906.74,-0.35,-1.58,0.34,-39.30,6.75,-57.90,25.65,10.02,
01/01/2000,-385.25,-74.22,-915.53,-0.67,-2.21,0.27,-40.05,7.05,-58.20,25.94,10.02,
01/01/2000,-375.00,-72.75,-908.20,0.53,-3.34,-1.92,-39.30,7.05,-58.65,25.84,10.02,
01/01/2000,-383.30,-86.91,-905.76,-0.83,0.86,-1.37,-39.30,6.75,-57.45,25.84,10.02,
01/01/2000,-381.84,-63.48,-903.81,-0.46,3.85,-0.79,-39.90,6.90,-58.80,26.03,10.02,
01/01/2000,-379.39,-73.24,-915.53,-0.21,-2.57,-0.74,-39.60,7.65,-57.75,25.84,10.02,
01/01/2000,-380.37,-76.17,-919.92,-2.08,-1.11,-0.91,-41.70,7.20,-57.00,25.74,10.02,
01/01/2000,-371.58,-78.12,-904.30,-1.48,0.60,-0.02,-40.50,6.75,-58.65,25.94,10.02,
01/01/2000,-370.12,-70.80,-907.23,-1.44,-0.20,-1.97,-40.35,5.40,-59.55,26.03,10.02,
01/01/2000,-375.00,-88.38,-911.62,-2.29,-2.44,-0.39,-40.65,4.95,-58.05,25.65,10.02,
01/01/2000,-374.51,-77.64,-912.60,-1.45,2.12,-2.50,-41.10,7.65,-58.50,25.94,10.02,
01/01/2000,-303.71,-38.09,-953.61,-29.46,98.26,31.65,-42.45,7.65,-57.75,25.79,10.02,
01/01/2000,-223.14,-19.53,-939.45,10.15,20.42,-6.91,-42.90,7.20,-59.55,25.94,10.02,
01/01/2000,-341.31,-23.44,-895.02,7.77,48.79,-30.08,-39.75,5.85,-58.20,25.84,10.02,
01/01/2000,-329.59,-55.18,-931.64,1.88,-9.56,4.00,-41.55,6.75,-58.20,25.84,10.02,
01/01/2000,-334.47,-54.69,-935.06,0.51,-2.89,6.21,-41.70,6.90,-58.50,25.98,10.02,
01/01/2000,-344.24,-60.06,-916.50,-0.76,-4.58,1.80,-41.10,5.70,-58.80,25.84,10.02,
